[00:00:00:288] [Client/INFO]: 60 fps, 20 tick, 139 chunkRender, 0 chunkUpdate
[00:13:57:290] [Client/INFO]: 60 fps, 20 tick, 133 chunkRender, 0 chunkUpdate
[00:13:58:280] [Client/INFO]: 60 fps, 20 tick, 136 chunkRender, 0 chunkUpdate
[00:13:59:286] [Client/INFO]: 60 fps, 20 tick, 139 chunkRender, 0 chunkUpdate
[00:14:00:287] [Client/INFO]: 60 fps, 20 tick, 143 chunkRender, 0 chunkUpdate
[00:14:01:291] [Client/INFO]: 60 fps, 20 tick, 160 chunkRender, 0 chunkUpdate
[00:14:02:278] [Client/INFO]: 60 fps, 20 tick, 147 chunkRender, 0 chunkUpdate
[00:14:03:283] [Client/INFO]: 60 fps, 20 tick, 128 chunkRender, 0 chunkUpdate
[00:14:04:277] [Client/INFO]: 60 fps, 20 tick, 130 chunkRender, 0 chunkUpdate
[00:14:05:281] [Client/INFO]: 60 fps, 20 tick, 135 chunkRender, 0 chunkUpdate
[00:14:06:284] [Client/INFO]: 60 fps, 20 tick, 136 chunkRender, 0 chunkUpdate
[00:14:07:288] [Client/INFO]: 60 fps, 20 tick, 130 chunkRender, 0 chunkUpdate
[00:14:08:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:09:278] [Client/INFO]: 60 fps, 20 tick, 128 chunkRender, 0 chunkUpdate
[00:14:10:278] [Client/INFO]: 60 fps, 20 tick, 136 chunkRender, 0 chunkUpdate
[00:14:11:279] [Client/INFO]: 60 fps, 20 tick, 145 chunkRender, 0 chunkUpdate
[00:14:12:282] [Client/INFO]: 60 fps, 20 tick, 126 chunkRender, 0 chunkUpdate
[00:14:13:285] [Client/INFO]: 60 fps, 20 tick, 107 chunkRender, 0 chunkUpdate
[00:14:14:288] [Client/INFO]: 60 fps, 20 tick, 84 chunkRender, 3 chunkUpdate
[00:14:15:290] [Client/INFO]: 60 fps, 20 tick, 128 chunkRender, 0 chunkUpdate
[00:14:16:278] [Client/INFO]: 60 fps, 20 tick, 149 chunkRender, 0 chunkUpdate
[00:14:17:277] [Client/INFO]: 60 fps, 20 tick, 144 chunkRender, 0 chunkUpdate
[00:14:18:279] [Client/INFO]: 58 fps, 20 tick, 147 chunkRender, 0 chunkUpdate
[00:14:19:281] [Client/INFO]: 60 fps, 20 tick, 150 chunkRender, 0 chunkUpdate
[00:14:20:285] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:21:288] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:22:277] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:23:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:24:277] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:25:282] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:26:281] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:27:279] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:28:287] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:29:281] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:30:279] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:31:279] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:32:287] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:33:281] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:34:285] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:35:287] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:36:292] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:37:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:38:279] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:39:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:40:286] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:41:284] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:42:287] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:43:291] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:44:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:45:286] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:46:279] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:47:282] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:48:286] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:49:289] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:50:292] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:51:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:52:287] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:53:279] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:54:281] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:55:285] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:56:288] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:57:291] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:58:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:14:59:292] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:00:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:01:282] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:02:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:03:287] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:04:292] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:05:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:06:291] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:07:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:08:282] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:09:285] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:10:288] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:11:277] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:12:279] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:13:292] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:14:290] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:15:281] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:16:284] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:17:288] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:18:280] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:19:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:20:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:21:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:22:279] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:23:289] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:24:288] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:25:290] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:26:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:27:291] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:28:280] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:29:281] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:30:287] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:31:287] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:32:292] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:33:279] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:34:292] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:35:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:36:282] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:37:284] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:38:288] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:39:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:40:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:41:293] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:42:279] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:43:281] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:44:284] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:45:288] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:46:292] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:47:277] [Client/INFO]: 59 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:48:292] [Client/INFO]: 61 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:49:279] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:50:281] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:51:284] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:52:289] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:53:293] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:54:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:55:287] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:56:279] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:57:283] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:58:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:15:59:290] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:00:277] [Client/INFO]: 59 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:01:277] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:02:291] [Client/INFO]: 61 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:03:285] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:04:281] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:05:284] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:06:287] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:07:293] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:08:277] [Client/INFO]: 59 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:09:277] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:10:281] [Client/INFO]: 61 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:11:285] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:12:285] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:13:289] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:14:293] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:15:277] [Client/INFO]: 59 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:16:293] [Client/INFO]: 61 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:17:278] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:18:281] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:19:286] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:20:287] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:21:292] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:22:277] [Client/INFO]: 59 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:23:293] [Client/INFO]: 61 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:24:293] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:25:281] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:26:284] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:27:287] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:28:290] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:29:277] [Client/INFO]: 59 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:30:277] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:31:278] [Client/INFO]: 61 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:32:282] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:33:285] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:34:284] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:35:277] [Client/INFO]: 59 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:36:277] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:37:292] [Client/INFO]: 61 fps, 20 tick, 120 chunkRender, 0 chunkUpdate
[00:16:38:294] [Client/INFO]: 60 fps, 20 tick, 119 chunkRender, 0 chunkUpdate
[00:16:39:281] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:40:284] [Client/INFO]: 60 fps, 20 tick, 134 chunkRender, 0 chunkUpdate
[00:16:41:288] [Client/INFO]: 60 fps, 20 tick, 147 chunkRender, 0 chunkUpdate
[00:16:42:290] [Client/INFO]: 59 fps, 20 tick, 154 chunkRender, 0 chunkUpdate
[00:16:43:277] [Client/INFO]: 59 fps, 20 tick, 159 chunkRender, 0 chunkUpdate
[00:16:44:279] [Client/INFO]: 58 fps, 20 tick, 131 chunkRender, 0 chunkUpdate
[00:16:45:279] [Client/INFO]: 60 fps, 20 tick, 129 chunkRender, 0 chunkUpdate
[00:16:46:281] [Client/INFO]: 60 fps, 20 tick, 135 chunkRender, 0 chunkUpdate
[00:16:47:284] [Client/INFO]: 60 fps, 20 tick, 127 chunkRender, 0 chunkUpdate
[00:16:48:290] [Client/INFO]: 60 fps, 20 tick, 131 chunkRender, 0 chunkUpdate
[00:16:49:277] [Client/INFO]: 59 fps, 20 tick, 140 chunkRender, 0 chunkUpdate
[00:16:50:277] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:51:287] [Client/INFO]: 61 fps, 20 tick, 133 chunkRender, 0 chunkUpdate
[00:16:52:294] [Client/INFO]: 60 fps, 20 tick, 121 chunkRender, 0 chunkUpdate
[00:16:53:093] [Client/INFO]: Game stopped...
[00:16:53:093] [Client/INFO]: World saved...
[00:16:53:093] [Client/INFO]: Saving chunks for level '{}'/{}
[00:16:53:218] [Client/INFO]: Saving players for level '{}'/{}
[00:16:53:218] [Client/INFO]: World saved completed
